"player_id" "gsis_name" "first_name" "last_name" "team" "position" "birthdate" "college" "X"
"730" "00-0031461" "" "Ryne" "Giddins" "UNK" "UNK" "7/16/90" "South Florida" ""
"731" "00-0031460" "" "Thomas" "Wolfe" "UNK" "UNK" "10/24/88" "Fort Valley State" ""
"732" "00-0027983" "R.Moore" "Rahim" "Moore" "CLE" "DB" "2/11/90" "UCLA" ""
"733" "00-0032279" "" "Tyrequek" "Zimmerman" "UNK" "UNK" "9/29/92" "Oregon State" ""
"734" "00-0027982" "T.Young" "Titus" "Young" "UNK" "UNK" "8/21/89" "Boise State" ""
"735" "00-0032277" "" "Avius" "Capers" "UNK" "UNK" "5/30/92" "Johnson C. Smith" ""
"736" "00-0032276" "" "Chris" "Highland" "UNK" "UNK" "1/4/92" "Illinois State" ""
"737" "00-0032273" "" "Jude" "Adjei-Barimah" "TB" "CB" "7/21/92" "Bowling Green State" ""
"738" "00-0032272" "" "Isaiah" "Battle" "UNK" "UNK" "2/10/93" "Clemson" ""
"739" "00-0032271" "" "D'Joun" "Smith" "IND" "CB" "9/23/92" "Florida Atlantic" ""
"740" "00-0032270" "" "A.J." "Cruz" "UNK" "UNK" "2/20/91" "Brown" ""
"741" "00-0027980" "B.Reed" "Brooks" "Reed" "ATL" "OLB" "2/28/87" "Arizona" ""
"742" "00-0027987" "B.Ijalana" "Ben" "Ijalana" "NYJ" "T" "8/6/89" "Villanova" ""
"743" "00-0027985" "L.Kendricks" "Lance" "Kendricks" "UNK" "UNK" "1/30/88" "Wisconsin" ""
"744" "00-0027984" "O.Franklin" "Orlando" "Franklin" "SD" "OG" "12/16/87" "Miami (Fla.)" ""
"745" "00-0028838" "L.Donnell" "Larry" "Donnell" "NYG" "TE" "11/1/88" "Grambling State" ""
"746" "00-0029000" "C.Beasley" "Cole" "Beasley" "DAL" "WR" "4/26/89" "Southern Methodist" ""
"747" "00-0029001" "T.Benford" "Tim" "Benford" "UNK" "UNK" "9/7/89" "Tennessee Tech" ""
"748" "00-0030735" "M.Hagens" "Maurice" "Hagens" "UNK" "UNK" "6/28/92" "Miami (Fla.)" ""
"749" "00-0030736" "" "Julian" "Jones" "UNK" "UNK" "3/26/91" "Arkansas State" ""
"750" "00-0030737" "F.Martino" "Freddie" "Martino" "TB" "WR" "9/7/91" "North Greenville" ""
"751" "00-0030730" "" "Mohammed" "Seisay" "SEA" "DB" "5/22/90" "Nebraska" ""
"752" "00-0030731" "G.Boldewijn" "Geraldo" "Boldewijn" "UNK" "UNK" "2/14/91" "Boise State" ""
"753" "00-0030732" "" "Brenden" "Daley" "UNK" "UNK" "5/30/91" "Hawaii" ""
"754" "00-0030733" "N.Eguae" "Nosa" "Eguae" "UNK" "UNK" "8/15/91" "Auburn" ""
"755" "00-0022140" "I.Scott" "Ian" "Scott" "UNK" "UNK" "11/8/81" "Florida" ""
"756" "00-0022141" "J.Johnson" "Jeremi" "Johnson" "UNK" "UNK" "9/4/80" "Western Kentucky" ""
"757" "00-0022143" "O.Mughelli" "Ovie" "Mughelli" "UNK" "UNK" "6/10/80" "Wake Forest" ""
"758" "00-0022144" "B.Wade" "Bobby" "Wade" "UNK" "UNK" "2/25/81" "Arizona" ""
"759" "00-0022145" "R.Pontbriand" "Ryan" "Pontbriand" "UNK" "UNK" "10/1/79" "Rice" ""
"760" "00-0022147" "A.Franklin" "Aubrayo" "Franklin" "UNK" "UNK" "8/27/80" "Tennessee" ""
"761" "00-0028166" "J.Williams" "Jabara" "Williams" "UNK" "UNK" "7/6/89" "Stephen F. Austin St." ""
"762" "00-0028167" "J.Nelson" "Jonathan" "Nelson" "UNK" "UNK" "5/6/88" "Oklahoma" ""
"763" "00-0030945" "" "Steele" "Divitto" "UNK" "UNK" "10/24/91" "Boston College" ""
"764" "00-0028160" "A.Gaitor" "Anthony" "Gaitor" "UNK" "UNK" "10/9/88" "Florida International" ""
"765" "00-0028161" "S.Bannon" "Shane" "Bannon" "UNK" "UNK" "4/20/89" "Yale" ""
"766" "00-0028162" "M.White" "Markus" "White" "UNK" "UNK" "11/25/87" "Florida State" ""
"767" "00-0028163" "A.Allen" "Anthony" "Allen" "UNK" "UNK" "8/6/88" "Georgia Tech" ""
"768" "00-0030659" "J.Krause" "Jonathan" "Krause" "TB" "WR" "1/18/92" "Vanderbilt" ""
"769" "00-0021173" "T.Williams" "Tank" "Williams" "UNK" "UNK" "6/30/80" "Stanford" ""
"770" "00-0021174" "T.Carter" "Tim" "Carter" "UNK" "UNK" "9/21/79" "Auburn" ""
"771" "00-0021175" "A.Davis" "Andre" "Davis" "UNK" "UNK" "6/12/79" "Virginia Tech" ""
"772" "00-0021178" "C.Pitts" "Chester" "Pitts" "UNK" "UNK" "6/26/79" "San Diego State" ""
"773" "00-0021179" "C.Portis" "Clinton" "Portis" "UNK" "UNK" "9/1/81" "Miami (Fla.)" ""
"774" "00-0030651" "E.Thomas" "Eric" "Thomas" "UNK" "UNK" "11/11/91" "Troy" ""
"775" "00-0029937" "" "Camden" "Wentz" "UNK" "UNK" "11/27/90" "North Carolina State" ""
"776" "00-0030656" "" "Isaiah" "Crowell" "CLE" "RB" "1/8/93" "Alabama State" ""
"777" "00-0026796" "A.Foster" "Arian" "Foster" "MIA" "RB" "8/24/86" "Tennessee" ""
"778" "00-0026792" "P.Williams" "Pat" "Williams" "UNK" "UNK" "1/13/86" "Colorado" ""
"779" "00-0029773" "R.Evans" "Rashad" "Evans" "UNK" "UNK" "8/28/90" "Fresno State" ""
"780" "00-0004505" "C.Draft" "Chris" "Draft" "UNK" "UNK" "2/26/76" "Stanford" ""
"781" "00-0029955" "L.Reynolds" "LaRoy" "Reynolds" "ATL" "LB" "11/3/90" "Virginia" ""
"782" "00-0029952" "T.Palmer" "Tobais" "Palmer" "UNK" "UNK" "2/20/90" "North Carolina State" ""
"783" "00-0032770" "" "Tavon" "Young" "BAL" "CB" "3/14/94" "Temple" ""
"784" "00-0026798" "T.Jamison" "Tim" "Jamison" "UNK" "UNK" "2/26/86" "Michigan" ""
"785" "00-0032771" "" "Parker" "Ehinger" "KC" "OG" "12/30/92" "Cincinnati" ""
"786" "00-0023234" "M.Koenen" "Michael" "Koenen" "UNK" "UNK" "7/13/82" "Western Washington" ""
"787" "00-0032777" "" "Evan" "Boehm" "ARI" "C" "8/19/93" "Missouri" ""
"788" "00-0027437" "Q.Porter" "Quinn" "Porter" "UNK" "UNK" "2/2/86" "Stillman" ""
"789" "00-0027920" "E.Arceneaux" "Emmanuel" "Arceneaux" "UNK" "UNK" "9/17/87" "Alcorn State" ""
"790" "00-0027923" "R.Windsor" "Rod" "Windsor" "UNK" "UNK" "4/24/85" "Western New Mexico" ""
"791" "00-0027434" "T.Knicky" "Tim" "Knicky" "UNK" "UNK" "1/1/88" "Stephen F. Austin St." ""
"792" "00-0027433" "A.Joseph" "Alex" "Joseph" "UNK" "UNK" "7/6/88" "Temple" ""
"793" "00-0032470" "" "Steve" "Longa" "SEA" "OLB" "9/29/94" "Rutgers" ""
"794" "00-0027431" "K.Heard" "Kellen" "Heard" "UNK" "UNK" "10/17/85" "Memphis" ""
"795" "00-0032472" "" "Tre" "Madden" "SEA" "RB" "8/16/93" "USC" ""
"796" "00-0027929" "C.Ihenacho" "Carl" "Ihenacho" "UNK" "UNK" "5/28/88" "San Jose State" ""
"797" "00-0032775" "" "Demarcus" "Robinson" "KC" "WR" "9/21/94" "Florida" ""
"798" "00-0032479" "" "Tyvis" "Powell" "SEA" "FS" "2/16/94" "Ohio State" ""
"799" "00-0032478" "" "David" "Perkins" "SEA" "DE" "1/13/93" "Illinois State" ""
"800" "00-0027438" "J.Russell" "John" "Russell" "UNK" "UNK" "7/11/87" "Wake Forest" ""
"801" "00-0029801" "" "Ryan" "Doerr" "UNK" "UNK" "6/19/89" "Kansas State" ""
"802" "00-0031928" "" "Chad" "Slade" "HOU" "OG" "5/4/92" "Auburn" ""
"803" "00-0031929" "" "Carlos" "Thompson" "UNK" "UNK" "2/16/92" "Mississippi" ""
"804" "00-0025694" "B.Ratliff" "Brett" "Ratliff" "UNK" "UNK" "8/8/85" "Utah" ""
"805" "00-0025697" "J.Trusnik" "Jason" "Trusnik" "UNK" "UNK" "6/6/84" "Ohio Northern" ""
"806" "00-0031922" "" "Khari" "Lee" "CHI" "TE" "1/16/92" "Bowie State" ""
"807" "00-0031923" "" "Greg" "Mancz" "HOU" "C" "4/23/92" "Toledo" ""
"808" "00-0031921" "" "Kendall" "Lamm" "HOU" "T" "6/5/92" "Appalachian State" ""
"809" "00-0031924" "" "Mike" "McFarland" "IND" "TE" "11/15/91" "South Florida" ""
"810" "00-0026346" "H.Nakamura" "Haruki" "Nakamura" "UNK" "UNK" "4/18/86" "Cincinnati" ""
"811" "00-0026344" "L.Hilliard" "Lex" "Hilliard" "UNK" "UNK" "7/30/84" "Montana" ""
"812" "00-0026345" "P.Garcon" "Pierre" "Garcon" "WAS" "WR" "8/8/86" "Mount Union" ""
"813" "00-0026342" "M.Hart" "Mike" "Hart" "UNK" "UNK" "4/9/86" "Michigan" ""
"814" "00-0026343" "A.Studebaker" "Andy" "Studebaker" "UNK" "UNK" "9/16/85" "Wheaton" ""
"815" "00-0026340" "J.Mays" "Joe" "Mays" "UNK" "UNK" "7/6/85" "North Dakota State" ""
"816" "00-0032710" "" "Jeremiah" "McKinnon" "UNK" "UNK" "6/29/93" "Florida International" ""
"817" "00-0032711" "" "Jason" "Neill" "CLE" "LB" "10/28/92" "Texas-San Antonio" ""
"818" "00-0032714" "" "Alex" "Balducci" "SF" "C" "3/1/94" "Oregon" ""
"819" "00-0032715" "" "Jered" "Bell" "UNK" "UNK" "1/19/92" "Colorado" ""
"820" "00-0032716" "" "Devon" "Cajuste" "SF" "WR" "1/31/93" "Stanford" ""
"821" "00-0032717" "" "Demetrius" "Cherry" "SF" "DT" "6/21/92" "Arizona" ""
"822" "00-0027691" "A.Roberts" "Andre" "Roberts" "DET" "WR" "1/9/88" "The Citadel" ""
"823" "00-0027690" "E.Decker" "Eric" "Decker" "NYJ" "WR" "3/15/87" "Minnesota" ""
"824" "00-0027696" "J.Graham" "Jimmy" "Graham" "SEA" "TE" "11/24/86" "Miami (Fla.)" ""
"825" "00-0027695" "T.Moeaki" "Tony" "Moeaki" "CHI" "TE" "6/8/87" "Iowa" ""
"826" "00-0028291" "J.Baker" "Josh" "Baker" "UNK" "UNK" "12/25/86" "Northwest Missouri State" ""
"827" "00-0005106" "B.Favre" "Brett" "Favre" "UNK" "UNK" "10/10/69" "Southern Mississippi" ""
"828" "00-0026061" "B.Dombrowski" "Brandyn" "Dombrowski" "UNK" "UNK" "4/3/85" "San Diego State" ""
"829" "00-0024278" "D.Tapp" "Darryl" "Tapp" "NO" "DE" "9/13/84" "Virginia Tech" ""
"830" "00-0024279" "T.Jackson" "Tarvaris" "Jackson" "UNK" "UNK" "4/21/83" "Alabama State" ""
"831" "00-0026069" "M.Tolbert" "Mike" "Tolbert" "CAR" "FB" "11/23/85" "Coastal Carolina" ""
"832" "00-0024270" "A.Whitworth" "Andrew" "Whitworth" "CIN" "T" "12/12/81" "LSU" ""
"833" "00-0024271" "C.Chester" "Chris" "Chester" "ATL" "OG" "1/12/83" "Oklahoma" ""
"834" "00-0024272" "D.Hester" "Devin" "Hester" "UNK" "UNK" "11/4/82" "Miami (Fla.)" ""
"835" "00-0024273" "R.Marshall" "Richard" "Marshall" "UNK" "UNK" "12/12/84" "Fresno State" ""
"836" "00-0024274" "J.Trueblood" "Jeremy" "Trueblood" "UNK" "UNK" "5/10/83" "Boston College" ""
"837" "00-0024275" "M.Jones-Drew" "Maurice" "Jones-Drew" "UNK" "UNK" "3/23/85" "UCLA" ""
"838" "00-0024276" "T.Scheffler" "Tony" "Scheffler" "UNK" "UNK" "2/15/83" "Western Michigan" ""
"839" "00-0024277" "T.Jennings" "Tim" "Jennings" "UNK" "UNK" "12/24/83" "Georgia" ""
"840" "00-0021992" "E.Wilson" "Eugene" "Wilson" "UNK" "UNK" "8/17/80" "Illinois" ""
"841" "00-0021990" "N.Barnett" "Nick" "Barnett" "UNK" "UNK" "5/27/81" "Oregon State" ""
"842" "00-0021996" "V.Hobson" "Victor" "Hobson" "UNK" "UNK" "2/3/80" "Michigan" ""
"843" "00-0021997" "D.White" "Dewayne" "White" "UNK" "UNK" "10/19/79" "Louisville" ""
"844" "00-0021994" "D.Florence" "Drayton" "Florence" "UNK" "UNK" "12/19/80" "Tuskegee" ""
"845" "00-0021995" "C.Kelsay" "Chris" "Kelsay" "UNK" "UNK" "10/31/79" "Nebraska" ""
"846" "00-0021998" "C.Redding" "Cory" "Redding" "UNK" "UNK" "11/15/80" "Texas" ""
"847" "00-0021999" "N.Burleson" "Nate" "Burleson" "UNK" "UNK" "8/19/81" "Nevada" ""
"848" "00-0024317" "C.Lowry" "Calvin" "Lowry" "UNK" "UNK" "2/13/83" "Penn State" ""
"849" "00-0024316" "D.Bing" "Darnell" "Bing" "UNK" "UNK" "9/10/84" "USC" ""
"850" "00-0031983" "K.Closs" "" "" "UNK" "UNK" "" "" ""
"851" "00-0030944" "D.Williams" "Dominique" "Williams" "NYJ" "RB" "9/2/90" "Wagner" ""
"852" "00-0024315" "M.Robinson" "Michael" "Robinson" "UNK" "UNK" "2/6/83" "Penn State" ""
"853" "00-0024314" "M.Jean-Gilles" "Max" "Jean-Gilles" "UNK" "UNK" "11/19/83" "Georgia" ""
"854" "00-0024313" "O.Daniels" "Owen" "Daniels" "UNK" "UNK" "11/9/82" "Wisconsin" ""
"855" "00-0024312" "E.Smith" "Eric" "Smith" "UNK" "UNK" "3/17/83" "Michigan State" ""
"856" "00-0024311" "G.Wilkinson" "Gerris" "Wilkinson" "UNK" "UNK" "4/5/83" "Georgia Tech" ""
"857" "00-0024310" "W.Reid" "Willie" "Reid" "UNK" "UNK" "9/19/82" "Florida State" ""
"858" "00-0024318" "Bra.Smith" "Brad" "Smith" "UNK" "UNK" "12/12/83" "Missouri" ""
"859" "00-0023597" "W.Britt" "Wesley" "Britt" "UNK" "UNK" "11/21/81" "Alabama" ""
"860" "00-0023590" "G.Sensabaugh" "Gerald" "Sensabaugh" "UNK" "UNK" "6/13/83" "North Carolina" ""
"861" "00-0023593" "M.Boley" "Michael" "Boley" "UNK" "UNK" "8/24/82" "Southern Mississippi" ""
"862" "00-0019778" "L.Tynes" "Lawrence" "Tynes" "UNK" "UNK" "5/3/78" "Troy" ""
"863" "00-0019770" "J.Feely" "Jay" "Feely" "UNK" "UNK" "5/23/76" "Michigan" ""
"864" "00-0028319" "L.Patterson" "Luke" "Patterson" "UNK" "UNK" "9/19/87" "Texas A&M" ""
"865" "00-0028318" "D.Mims" "David" "Mims" "UNK" "UNK" "5/18/88" "Virginia Union" ""
"866" "00-0028313" "C.Gantt" "Charlie" "Gantt" "UNK" "UNK" "12/31/87" "Michigan State" ""
"867" "00-0028311" "B.Bair" "Brandon" "Bair" "UNK" "UNK" "11/24/84" "Oregon" ""
"868" "00-0028310" "A.Froman" "Adam" "Froman" "UNK" "UNK" "12/18/87" "Louisville" ""
"869" "00-0028315" "A.Kamara" "Amara" "Kamara" "UNK" "UNK" "2/2/88" "Temple" ""
"870" "00-0028045" "K.Durham" "Kris" "Durham" "UNK" "UNK" "3/17/88" "Georgia" ""
"871" "00-0031711" "" "Gannon" "Sinclair" "UNK" "UNK" "2/5/93" "Missouri State" ""
"872" "00-0031713" "" "Xavier" "Williams" "ARI" "DT" "1/18/92" "Northern Iowa" ""
"873" "00-0031712" "" "Zack" "Wagenmann" "UNK" "UNK" "8/8/92" "Montana" ""
"874" "00-0031719" "" "Mike" "Hull" "MIA" "LB" "5/25/91" "Penn State" ""
"875" "00-0031718" "" "Andrew" "Franks" "MIA" "K" "1/11/93" "RPI" ""
"876" "00-0031267" "A.Exum" "Antone" "Exum" "MIN" "CB" "2/27/91" "Virginia Tech" ""
"877" "00-0022085" "A.Adams" "Anthony" "Adams" "UNK" "UNK" "6/18/80" "Penn State" ""
"878" "00-0022084" "A.Boldin" "Anquan" "Boldin" "DET" "WR" "10/3/80" "Florida State" ""
"879" "00-0026649" "A.Davie" "Andrew" "Davie" "UNK" "UNK" "1/5/83" "Arkansas" ""
"880" "00-0026648" "E.Cook" "Emanuel" "Cook" "UNK" "UNK" "1/20/88" "South Carolina" ""
"881" "00-0022081" "EJ.Henderson" "E.J." "Henderson" "UNK" "UNK" "8/3/80" "Maryland" ""
"882" "00-0022080" "R.Mathis" "Rashean" "Mathis" "UNK" "UNK" "8/27/80" "Bethune-Cookman" ""
"883" "00-0026643" "D.Willingham" "DeAngelo" "Willingham" "UNK" "UNK" "1/15/87" "Tennessee" ""
"884" "00-0026641" "M.McDuffie" "Marshall" "McDuffie" "UNK" "UNK" "7/31/86" "Florida International" ""
"885" "00-0026640" "R.Duncan" "Rashaad" "Duncan" "UNK" "UNK" "12/10/86" "Pittsburgh" ""
"886" "00-0026647" "T.Conley" "T.J." "Conley" "UNK" "UNK" "8/29/85" "Idaho" ""
"887" "00-0026645" "A.Holmes" "Antoine" "Holmes" "UNK" "UNK" "3/25/86" "North Carolina State" ""
"888" "00-0026644" "J.Vaughan" "Josh" "Vaughan" "UNK" "UNK" "12/3/86" "Richmond" ""
"889" "00-0029378" "I.Kitchen" "Ishmaa'ily" "Kitchen" "UNK" "UNK" "8/24/88" "Kent State" ""
"890" "00-0029379" "A.McClain" "Antoine" "McClain" "ARI" "G" "12/6/89" "Clemson" ""
"891" "00-0029377" "N.Jean-Baptiste" "Nicolas" "Jean-Baptiste" "UNK" "UNK" "3/8/89" "Baylor" ""
"892" "00-0029374" "D.Goda" "Devin" "Goda" "UNK" "UNK" "5/5/89" "Slippery Rock" ""
"893" "00-0029375" "D.Graham" "Dorian" "Graham" "UNK" "UNK" "9/20/89" "Syracuse" ""
"894" "00-0029372" "O.Brown" "Omar" "Brown" "UNK" "UNK" "6/6/88" "Marshall" ""
"895" "00-0029373" "" "Jack" "Cornell" "UNK" "UNK" "6/4/89" "Illinois" ""
"896" "00-0025739" "B.Westbrook" "Byron" "Westbrook" "UNK" "UNK" "12/26/84" "Salisbury State" ""
"897" "00-0025733" "R.Moulton" "Rashod" "Moulton" "UNK" "UNK" "11/6/80" "Fort Valley State" ""
"898" "00-0030002" "" "Mike" "Zupancic" "UNK" "UNK" "12/14/89" "Eastern Michigan" ""
"899" "00-0029190" "M.Tyler" "Marc" "Tyler" "UNK" "UNK" "9/27/88" "USC" ""
"900" "00-0029191" "D.Shead" "DeShawn" "Shead" "SEA" "CB" "6/28/88" "Portland State" ""
"901" "00-0029197" "" "J.B." "Shugarts" "UNK" "UNK" "10/26/89" "Ohio State" ""
"902" "00-0029194" "A.Jacobs" "Anthony" "Jacobs" "UNK" "UNK" "11/16/88" "Minnesota" ""
"903" "00-0029195" "D.Harris" "DaJohn" "Harris" "UNK" "UNK" "1/24/89" "USC" ""
"904" "00-0029198" "J.Jarrett" "Jamaar" "Jarrett" "UNK" "UNK" "3/28/90" "Arizona State" ""
"905" "00-0029199" "N.Cooper" "Nicholas" "Cooper" "UNK" "UNK" "4/9/89" "Winston-Salem State" ""
"906" "00-0024483" "D.Batiste" "D'Anthony" "Batiste" "UNK" "UNK" "3/29/82" "Louisiana-Lafayette" ""
"907" "00-0024489" "A.Hall" "Ahmard" "Hall" "UNK" "UNK" "11/13/79" "Texas" ""
"908" "00-0029998" "" "Matt" "Stankiewitch" "UNK" "UNK" "2/8/90" "Penn State" ""
"909" "00-0029999" "Z.Sudfeld" "Zach" "Sudfeld" "NYJ" "TE" "4/18/89" "Nevada" ""
"910" "00-0029992" "" "Josh" "Kline" "NE" "G" "12/29/89" "Kent State" ""
"911" "00-0029993" "" "Quentin" "Hines" "UNK" "UNK" "10/8/90" "Akron" ""
"912" "00-0029990" "C.Grissom" "Cory" "Grissom" "UNK" "UNK" "6/9/90" "South Florida" ""
"913" "00-0029991" "B.Jones" "Brandon" "Jones" "UNK" "UNK" "11/2/89" "Rutgers" ""
"914" "00-0029996" "S.Morris" "Stephon" "Morris" "UNK" "UNK" "1/12/91" "Penn State" ""
"915" "00-0029994" "C.McDonald" "Chris" "McDonald" "UNK" "UNK" "11/13/89" "Michigan State" ""
"916" "00-0029995" "" "T.J." "Moe" "UNK" "UNK" "10/14/90" "Missouri" ""
"917" "00-0027598" "B.Lang" "Brandon" "Lang" "UNK" "UNK" "6/18/86" "Troy" ""
"918" "00-0027599" "C.Johnson" "Cort" "Johnson" "UNK" "UNK" "5/1/86" "West Texas A&M" ""
"919" "00-0027590" "R.Otterson" "Ryan" "Otterson" "UNK" "UNK" "11/29/86" "Wyoming" ""
"920" "00-0027592" "T.Simmons" "Traye" "Simmons" "UNK" "UNK" "1/18/87" "Minnesota" ""
"921" "00-0027595" "B.Walters" "Bryan" "Walters" "UNK" "UNK" "11/4/87" "Cornell" ""
"922" "00-0027596" "J.Williams" "Jeremy" "Williams" "UNK" "UNK" "1/23/87" "Tulane" ""
"923" "00-0027597" "K.Wilson" "Kion" "Wilson" "UNK" "UNK" "10/24/86" "South Florida" ""
"924" "00-0023060" "C.Kluwe" "Chris" "Kluwe" "UNK" "UNK" "12/24/81" "UCLA" ""
"925" "00-0023063" "L.Weaver" "Leonard" "Weaver" "UNK" "UNK" "9/23/82" "Carson-Newman" ""
"926" "00-0027778" "S.Young" "Sam" "Young" "MIA" "OT" "6/24/87" "Notre Dame" ""
"927" "00-0028452" "" "Garrett" "Chisolm" "UNK" "UNK" "4/2/88" "South Carolina" ""
"928" "00-0027779" "D.Karim" "Deji" "Karim" "UNK" "UNK" "11/18/86" "Southern Illinois" ""
"929" "00-0027774" "G.Hardy" "Greg" "Hardy" "UNK" "UNK" "7/28/88" "Mississippi" ""
"930" "00-0027775" "R.Smith" "Rusty" "Smith" "UNK" "UNK" "1/28/87" "Florida Atlantic" ""
"931" "00-0027776" "C.Mitchell" "Carlton" "Mitchell" "UNK" "UNK" "4/6/88" "South Florida" ""
"932" "00-0027777" "A.Moats" "Arthur" "Moats" "PIT" "OLB" "3/14/88" "James Madison" ""
"933" "00-0027770" "S.Schillinger" "Shann" "Schillinger" "UNK" "UNK" "5/22/86" "Montana" ""
"934" "00-0027772" "A.Dixon" "Anthony" "Dixon" "UNK" "UNK" "9/24/87" "Mississippi State" ""
"935" "00-0032499" "" "Glenn" "Gronkowski" "BUF" "FB" "3/25/93" "Kansas State" ""
"936" "00-0031487" "" "Douglas" "McNeil" "SEA" "WR" "7/22/88" "Bowie State" ""
"937" "00-0023457" "M.Clayton" "Mark" "Clayton" "UNK" "UNK" "7/2/82" "Oklahoma" ""
"938" "00-0023456" "M.Jones" "Matt" "Jones" "UNK" "UNK" "4/22/83" "Arkansas" ""
"939" "00-0023450" "T.Johnson" "Travis" "Johnson" "UNK" "UNK" "4/26/82" "Florida State" ""
"940" "00-0023452" "M.Williams" "Mike" "Williams" "UNK" "UNK" "1/4/84" "USC" ""
"941" "00-0032297" "" "Kitt" "O'Brien" "IND" "OG" "4/29/90" "Ball State" ""
"942" "00-0028321" "J.Paul" "Josue" "Paul" "UNK" "UNK" "11/14/88" "Central Connecticut State" ""
"943" "00-0021504" "J.Jackson" "Jamaal" "Jackson" "UNK" "UNK" "5/8/80" "Delaware State" ""
"944" "00-0030288" "R.Burkhead" "Rex" "Burkhead" "CIN" "RB" "7/2/90" "Nebraska" ""
"945" "00-0030289" "B.Rambo" "Bacarri" "Rambo" "UNK" "UNK" "6/27/90" "Georgia" ""
"946" "00-0021503" "R.Hood" "Roderick" "Hood" "UNK" "UNK" "10/3/81" "Auburn" ""
"947" "00-0030284" "B.Jenkins" "Brandon" "Jenkins" "UNK" "UNK" "2/9/90" "Florida State" ""
"948" "00-0030286" "T.Williams" "Tourek" "Williams" "SD" "OLB" "5/9/91" "Florida International" ""
"949" "00-0030287" "A.Ellington" "Andre" "Ellington" "ARI" "RB" "2/3/89" "Clemson" ""
"950" "00-0030280" "K.Davis" "Knile" "Davis" "KC" "RB" "10/5/91" "Arkansas" ""
"951" "00-0030281" "S.Porter" "Sean" "Porter" "UNK" "UNK" "1/12/91" "Texas A&M" ""
"952" "00-0030282" "S.Taylor" "Stepfan" "Taylor" "ARI" "RB" "6/9/91" "Stanford" ""
"953" "00-0030283" "S.Williams" "Steve" "Williams" "SD" "CB" "3/7/91" "California" ""
"954" "00-0022858" "D.Scott" "Darrion" "Scott" "UNK" "UNK" "10/25/81" "Ohio State" ""
"955" "00-0028326" "R.McMahon" "Ryan" "McMahon" "UNK" "UNK" "5/11/88" "Florida State" ""
"956" "00-0022851" "K.Smith" "Keith" "Smith" "UNK" "UNK" "3/20/80" "McNeese State" ""
"957" "00-0022855" "S.Locklear" "Sean" "Locklear" "UNK" "UNK" "5/29/81" "North Carolina State" ""
"958" "00-0028812" "E.Jones" "Eddie" "Jones" "UNK" "UNK" "1/11/88" "Texas" ""
"959" "00-0028761" "D.Hill" "Derrick" "Hill" "UNK" "UNK" "7/16/88" "California" ""
"960" "00-0028766" "E.McGee" "Eddie" "McGee" "UNK" "UNK" "1/23/88" "Illinois" ""
"961" "00-0028767" "S.Moore" "Sterling" "Moore" "BUF" "DB" "2/3/90" "Southern Methodist" ""
"962" "00-0028817" "C.Clay" "Curtis" "Clay" "UNK" "UNK" "10/13/88" "Texas Christian" ""
"963" "00-0030756" "R.Neal" "Rajion" "Neal" "CLE" "RB" "3/28/92" "Tennessee" ""
"964" "00-0021219" "C.Hope" "Chris" "Hope" "UNK" "UNK" "9/29/80" "Florida State" ""
"965" "00-0030754" "" "Adrian" "Hubbard" "UNK" "UNK" "2/27/92" "Alabama" ""
